"Record Length",1000,"Points",-5.35000000e-008,1.39999948e-004
"Sample Interval",1.00000000e-010,s,-5.34000000e-008,9.99999465e-005
"Trigger Point",535,"Samples",-5.33000000e-008,5.99999446e-005
"Trigger Time",1.50234742e-011,s,-5.32000000e-008,9.99999465e-005
"",,,-5.31000000e-008,9.99999465e-005
"Horizontal Offset",-5.35000000e-008,s,-5.30000000e-008,9.99999465e-005
,,,-5.29000000e-008,5.99999446e-005
,,,-5.28000000e-008,5.99999446e-005
,,,-5.27000000e-008,5.99999446e-005
,,,-5.26000000e-008,5.99999446e-005
,,,-5.25000000e-008,5.99999446e-005
,,,-5.24000000e-008,1.99999427e-005
,,,-5.23000000e-008,5.99999446e-005
,,,-5.22000000e-008,1.99999427e-005
,,,-5.21000000e-008,5.99999446e-005
,,,-5.20000000e-008,5.99999446e-005
,,,-5.19000000e-008,5.99999446e-005
,,,-5.18000000e-008,1.99999427e-005
,,,-5.17000000e-008,5.99999446e-005
,,,-5.16000000e-008,5.99999446e-005
,,,-5.15000000e-008,5.99999446e-005
,,,-5.14000000e-008,5.99999446e-005
,,,-5.13000000e-008,5.99999446e-005
,,,-5.12000000e-008,9.99999465e-005
,,,-5.11000000e-008,9.99999465e-005
,,,-5.10000000e-008,9.99999465e-005
,,,-5.09000000e-008,1.39999948e-004
,,,-5.08000000e-008,1.39999948e-004
,,,-5.07000000e-008,1.39999948e-004
,,,-5.06000000e-008,9.99999465e-005
,,,-5.05000000e-008,1.39999948e-004
,,,-5.04000000e-008,1.39999948e-004
,,,-5.03000000e-008,1.39999948e-004
,,,-5.02000000e-008,9.99999465e-005
,,,-5.01000000e-008,9.99999465e-005
,,,-5.00000000e-008,1.39999948e-004
,,,-4.99000000e-008,1.79999950e-004
,,,-4.98000000e-008,9.99999465e-005
,,,-4.97000000e-008,1.39999948e-004
,,,-4.96000000e-008,1.39999948e-004
,,,-4.95000000e-008,1.39999948e-004
,,,-4.94000000e-008,1.39999948e-004
,,,-4.93000000e-008,1.39999948e-004
,,,-4.92000000e-008,9.99999465e-005
,,,-4.91000000e-008,1.39999948e-004
,,,-4.90000000e-008,1.39999948e-004
,,,-4.89000000e-008,5.99999446e-005
,,,-4.88000000e-008,5.99999446e-005
,,,-4.87000000e-008,9.99999465e-005
,,,-4.86000000e-008,5.99999446e-005
,,,-4.85000000e-008,1.99999427e-005
,,,-4.84000000e-008,1.99999427e-005
,,,-4.83000000e-008,1.99999427e-005
,,,-4.82000000e-008,5.99999446e-005
,,,-4.81000000e-008,-2.00000592e-005
,,,-4.80000000e-008,-2.00000592e-005
,,,-4.79000000e-008,-2.00000592e-005
,,,-4.78000000e-008,-6.00000611e-005
,,,-4.77000000e-008,-6.00000611e-005
,,,-4.76000000e-008,-6.00000611e-005
,,,-4.75000000e-008,-1.00000063e-004
,,,-4.74000000e-008,-6.00000611e-005
,,,-4.73000000e-008,-6.00000611e-005
,,,-4.72000000e-008,-1.00000063e-004
,,,-4.71000000e-008,-6.00000611e-005
,,,-4.70000000e-008,-6.00000611e-005
,,,-4.69000000e-008,-6.00000611e-005
,,,-4.68000000e-008,-6.00000611e-005
,,,-4.67000000e-008,-6.00000611e-005
,,,-4.66000000e-008,-6.00000611e-005
,,,-4.65000000e-008,-6.00000611e-005
,,,-4.64000000e-008,-6.00000611e-005
,,,-4.63000000e-008,-6.00000611e-005
,,,-4.62000000e-008,-1.00000063e-004
,,,-4.61000000e-008,-6.00000611e-005
,,,-4.60000000e-008,-6.00000611e-005
,,,-4.59000000e-008,-2.00000592e-005
,,,-4.58000000e-008,-2.00000592e-005
,,,-4.57000000e-008,-2.00000592e-005
,,,-4.56000000e-008,-6.00000611e-005
,,,-4.55000000e-008,5.99999446e-005
,,,-4.54000000e-008,5.99999446e-005
,,,-4.53000000e-008,1.99999427e-005
,,,-4.52000000e-008,1.99999427e-005
,,,-4.51000000e-008,-2.00000592e-005
,,,-4.50000000e-008,-2.00000592e-005
,,,-4.49000000e-008,1.99999427e-005
,,,-4.48000000e-008,-2.00000592e-005
,,,-4.47000000e-008,1.99999427e-005
,,,-4.46000000e-008,1.99999427e-005
,,,-4.45000000e-008,1.99999427e-005
,,,-4.44000000e-008,1.99999427e-005
,,,-4.43000000e-008,5.99999446e-005
,,,-4.42000000e-008,-2.00000592e-005
,,,-4.41000000e-008,1.99999427e-005
,,,-4.40000000e-008,1.99999427e-005
,,,-4.39000000e-008,1.99999427e-005
,,,-4.38000000e-008,1.99999427e-005
,,,-4.37000000e-008,5.99999446e-005
,,,-4.36000000e-008,5.99999446e-005
,,,-4.35000000e-008,1.99999427e-005
,,,-4.34000000e-008,5.99999446e-005
,,,-4.33000000e-008,5.99999446e-005
,,,-4.32000000e-008,1.99999427e-005
,,,-4.31000000e-008,1.99999427e-005
,,,-4.30000000e-008,1.99999427e-005
,,,-4.29000000e-008,1.99999427e-005
,,,-4.28000000e-008,1.99999427e-005
,,,-4.27000000e-008,1.99999427e-005
,,,-4.26000000e-008,-2.00000592e-005
,,,-4.25000000e-008,1.99999427e-005
,,,-4.24000000e-008,1.99999427e-005
,,,-4.23000000e-008,5.99999446e-005
,,,-4.22000000e-008,1.99999427e-005
,,,-4.21000000e-008,5.99999446e-005
,,,-4.20000000e-008,1.99999427e-005
,,,-4.19000000e-008,1.99999427e-005
,,,-4.18000000e-008,1.99999427e-005
,,,-4.17000000e-008,1.99999427e-005
,,,-4.16000000e-008,1.99999427e-005
,,,-4.15000000e-008,1.99999427e-005
,,,-4.14000000e-008,1.99999427e-005
,,,-4.13000000e-008,5.99999446e-005
,,,-4.12000000e-008,5.99999446e-005
,,,-4.11000000e-008,5.99999446e-005
,,,-4.10000000e-008,9.99999465e-005
,,,-4.09000000e-008,9.99999465e-005
,,,-4.08000000e-008,5.99999446e-005
,,,-4.07000000e-008,1.39999948e-004
,,,-4.06000000e-008,1.39999948e-004
,,,-4.05000000e-008,9.99999465e-005
,,,-4.04000000e-008,9.99999465e-005
,,,-4.03000000e-008,1.39999948e-004
,,,-4.02000000e-008,1.39999948e-004
,,,-4.01000000e-008,9.99999465e-005
,,,-4.00000000e-008,1.39999948e-004
,,,-3.99000000e-008,1.39999948e-004
,,,-3.98000000e-008,1.39999948e-004
,,,-3.97000000e-008,1.39999948e-004
,,,-3.96000000e-008,1.39999948e-004
,,,-3.95000000e-008,9.99999465e-005
,,,-3.94000000e-008,9.99999465e-005
,,,-3.93000000e-008,1.99999427e-005
,,,-3.92000000e-008,5.99999446e-005
,,,-3.91000000e-008,5.99999446e-005
,,,-3.90000000e-008,1.99999427e-005
,,,-3.89000000e-008,5.99999446e-005
,,,-3.88000000e-008,5.99999446e-005
,,,-3.87000000e-008,5.99999446e-005
,,,-3.86000000e-008,1.99999427e-005
,,,-3.85000000e-008,5.99999446e-005
,,,-3.84000000e-008,1.99999427e-005
,,,-3.83000000e-008,1.99999427e-005
,,,-3.82000000e-008,1.99999427e-005
,,,-3.81000000e-008,-2.00000592e-005
,,,-3.80000000e-008,1.99999427e-005
,,,-3.79000000e-008,1.99999427e-005
,,,-3.78000000e-008,1.99999427e-005
,,,-3.77000000e-008,-2.00000592e-005
,,,-3.76000000e-008,1.99999427e-005
,,,-3.75000000e-008,1.99999427e-005
,,,-3.74000000e-008,1.99999427e-005
,,,-3.73000000e-008,5.99999446e-005
,,,-3.72000000e-008,1.99999427e-005
